date;traffic-source;traffic-details;users;visits;pageviews;bounceRate;pageDepth;avgVisitDurationSeconds
2020-07-11;Internal traffic;;2;3;3;33,33333333;1;13,66666667
2020-07-11;Internal traffic;;1;1;1;100;1;0
2020-07-11;Direct traffic;;3;4;5;25;1,25;34,5
2020-07-11;Direct traffic;;2;2;3;0;1,5;41
2020-07-11;Direct traffic;;2;3;4;0;1,33333333;17,66666667
2020-07-11;Link traffic;android-app;1;1;2;0;2;48
2020-07-11;Link traffic;liblenina.ru;1;1;5;0;5;393
2020-07-11;Link traffic;liblenina.ru;2;2;7;0;3,5;227,5
2020-07-11;Link traffic;play-play.net;1;1;1;0;1;16
2020-07-11;Link traffic;spblib.ru;1;1;1;0;1;23
2020-07-11;Link traffic;youtube.com;1;1;1;0;1;14
2020-07-11;Search engine traffic;Yandex;2;2;3;0;1,5;16,5
2020-07-11;Search engine traffic;Yandex;2;2;12;0;6;270,5
2020-07-11;Search engine traffic;Yandex;6;7;29;14,28571429;4,14285714;114,2857143
2020-07-11;Search engine traffic;Google;1;1;2;0;2;71
2020-07-11;Search engine traffic;Google;2;2;8;0;4;118
2020-07-11;Search engine traffic;Google;4;4;17;0;4,25;266,75
2020-07-11;Social network traffic;VKontakte;4;4;5;50;1,25;11,5
2020-07-11;Social network traffic;VKontakte;3;3;9;0;3;265,6666667
2020-07-11;Social network traffic;VKontakte;12;12;45;0;3,75;350,8333333
2020-07-11;Social network traffic;Facebook;1;1;1;0;1;0
2020-07-11;Social network traffic;instagram.com;1;1;1;0;1;15
2020-07-11;Recommendation system traffic;Yandex Zen;1;1;1;0;1;15
2020-07-12;Internal traffic;;1;1;1;0;1;21
2020-07-12;Direct traffic;;3;5;7;60;1,4;121,8
2020-07-12;Direct traffic;;3;3;5;66,66666667;1,66666667;39
2020-07-12;Direct traffic;;2;2;3;0;1,5;299
2020-07-12;Link traffic;liblenina.ru;1;1;3;0;3;347
2020-07-12;Link traffic;youtube.com;1;1;1;100;1;0
2020-07-12;Search engine traffic;Yandex;2;2;5;0;2,5;27,5
2020-07-12;Search engine traffic;Yandex;1;1;2;0;2;134
2020-07-12;Search engine traffic;Yandex;5;5;23;0;4,6;235,6
2020-07-12;Search engine traffic;Google;1;1;2;0;2;17
2020-07-12;Search engine traffic;Google;5;5;23;20;4,6;319,6
2020-07-12;Social network traffic;VKontakte;5;7;10;42,85714286;1,42857143;21,42857143
2020-07-12;Social network traffic;VKontakte;1;1;1;0;1;16
2020-07-12;Social network traffic;VKontakte;6;7;52;0;7,42857143;414,2857143
2020-07-12;Social network traffic;Moi Mir@Mail.ru;1;1;1;0;1;15
2020-07-12;Social network traffic;Twitter;1;1;1;0;1;15
2020-07-12;Social network traffic;instagram.com;1;1;1;0;1;17
2020-07-12;Recommendation system traffic;Yandex Zen;1;1;1;0;1;15
2020-07-13;Internal traffic;;3;5;10;0;2;119,4
2020-07-13;Direct traffic;;5;5;6;0;1,2;115,4
2020-07-13;Direct traffic;;3;4;15;0;3,75;206,75
2020-07-13;Direct traffic;;8;9;19;0;2,11111111;87,11111111
2020-07-13;Link traffic;liblenina.ru;2;3;12;0;4;505,6666667
2020-07-13;Search engine traffic;Yandex;3;3;4;66,66666667;1,33333333;9
2020-07-13;Search engine traffic;Yandex;1;1;2;0;2;79
2020-07-13;Search engine traffic;Google;2;2;4;0;2;542
2020-07-13;Search engine traffic;Google;6;6;22;0;3,66666667;312,6666667
2020-07-13;Search engine traffic;Google;8;8;14;12,5;1,75;23,5
2020-07-13;Social network traffic;VKontakte;3;8;48;0;6;1090,5
2020-07-13;Social network traffic;VKontakte;2;2;9;0;4,5;455,5
2020-07-13;Social network traffic;VKontakte;7;8;20;0;2,5;97,75
2020-07-13;Social network traffic;Twitter;1;1;1;0;1;15
2020-07-13;Social network traffic;Facebook;1;1;2;0;2;57
2020-07-13;Social network traffic;instagram.com;1;1;2;0;2;38
2020-07-14;Internal traffic;;1;1;1;100;1;0
2020-07-14;Internal traffic;;2;2;13;0;6,5;336,5
2020-07-14;Direct traffic;;3;4;7;50;1,75;190,25
2020-07-14;Direct traffic;;3;3;5;33,33333333;1,66666667;55,33333333
2020-07-14;Direct traffic;;9;14;23;0;1,64285714;60,92857143
2020-07-14;Link traffic;liblenina.ru;2;2;8;0;4;813,5
2020-07-14;Link traffic;link.2gis.ru;2;2;4;0;2;23
2020-07-14;Link traffic;spbgaidara.ru;1;2;3;0;1,5;28,5
2020-07-14;Link traffic;spblib.ru;1;1;1;0;1;15
2020-07-14;Search engine traffic;Yandex;1;1;4;0;4;161
2020-07-14;Search engine traffic;Yandex;1;1;3;0;3;80
2020-07-14;Search engine traffic;Yandex;8;12;58;0;4,83333333;536,3333333
2020-07-14;Search engine traffic;Google;4;4;4;75;1;3,75
2020-07-14;Search engine traffic;Google;3;3;5;0;1,66666667;63
2020-07-14;Search engine traffic;Google;6;6;13;0;2,16666667;57,5
2020-07-14;Social network traffic;VKontakte;4;4;9;25;2,25;170,25
2020-07-14;Social network traffic;VKontakte;5;6;18;16,66666667;3;150
2020-07-14;Social network traffic;Odnoklassniki;1;1;1;0;1;19
2020-07-15;Internal traffic;;2;2;3;0;1,5;31,5
2020-07-15;Direct traffic;;2;2;2;50;1;14
2020-07-15;Direct traffic;;4;4;9;25;2,25;37,75
2020-07-15;Direct traffic;;4;4;10;0;2,5;27
2020-07-15;Link traffic;android-app;1;1;1;0;1;14
2020-07-15;Link traffic;liblenina.ru;3;3;22;0;7,33333333;873,6666667
2020-07-15;Link traffic;link.2gis.ru;1;1;1;0;1;17
2020-07-15;Link traffic;spblib.ru;2;2;3;0;1,5;67,5
2020-07-15;Link traffic;yandex.ru;1;1;4;0;4;122
2020-07-15;Link traffic;youtube.com;1;1;1;0;1;15
2020-07-15;Search engine traffic;Yandex;2;2;6;0;3;294,5
2020-07-15;Search engine traffic;Yandex;2;4;38;0;9,5;1032,75
2020-07-15;Search engine traffic;Yandex;5;6;31;16,66666667;5,16666667;267,8333333
2020-07-15;Search engine traffic;Google;1;1;1;0;1;23
2020-07-15;Search engine traffic;Google;1;1;8;0;8;599
2020-07-15;Search engine traffic;Google;3;3;7;0;2,33333333;242
2020-07-15;Social network traffic;VKontakte;4;5;7;0;1,4;23,8
2020-07-15;Social network traffic;VKontakte;2;3;5;0;1,66666667;291,6666667
2020-07-15;Social network traffic;VKontakte;8;10;28;20;2,8;195,2
2020-07-16;Internal traffic;;1;1;1;0;1;16
2020-07-16;Direct traffic;;7;9;33;11,11111111;3,66666667;280,2222222
2020-07-16;Direct traffic;;2;2;8;0;4;166,5
2020-07-16;Direct traffic;;4;5;8;20;1,6;63
2020-07-16;Link traffic;liblenina.ru;1;1;1;0;1;15
2020-07-16;Link traffic;liblenina.ru;1;1;4;0;4;174
2020-07-16;Link traffic;liblenina.ru;1;1;1;0;1;36
2020-07-16;Search engine traffic;Yandex;2;2;5;0;2,5;52,5
2020-07-16;Search engine traffic;Yandex;3;3;18;0;6;138,3333333
2020-07-16;Search engine traffic;Google;4;4;4;25;1;7,25
2020-07-16;Search engine traffic;Google;1;1;2;0;2;12
2020-07-16;Search engine traffic;Google;6;6;15;0;2,5;46,83333333
2020-07-16;Social network traffic;VKontakte;4;5;16;0;3,2;254
2020-07-16;Social network traffic;VKontakte;3;3;5;0;1,66666667;46,33333333
2020-07-16;Social network traffic;VKontakte;7;8;14;0;1,75;51,875
2020-07-16;Social network traffic;Facebook;1;1;1;0;1;42
2020-07-17;Internal traffic;;1;1;1;100;1;0
2020-07-17;Internal traffic;;2;2;4;0;2;103
2020-07-17;Direct traffic;;3;3;7;33,33333333;2,33333333;136,6666667
2020-07-17;Direct traffic;;3;3;5;33,33333333;1,66666667;91,66666667
2020-07-17;Direct traffic;;4;4;15;0;3,75;290
2020-07-17;Link traffic;liblenina.ru;1;1;1;100;1;0
2020-07-17;Link traffic;liblenina.ru;1;1;3;0;3;106
2020-07-17;Link traffic;liblenina.ru;1;2;2;0;1;15
2020-07-17;Link traffic;link.2gis.ru;1;1;6;0;6;64
2020-07-17;Search engine traffic;Yandex;3;3;7;0;2,33333333;125
2020-07-17;Search engine traffic;Yandex;2;2;5;0;2,5;195
2020-07-17;Search engine traffic;Yandex;2;2;11;0;5,5;159,5
2020-07-17;Search engine traffic;Google;2;2;2;0;1;15
2020-07-17;Search engine traffic;Google;1;1;1;100;1;0
2020-07-17;Search engine traffic;Google;8;8;15;37,5;1,875;59,75
2020-07-17;Social network traffic;VKontakte;4;6;15;0;2,5;83,83333333
2020-07-17;Social network traffic;VKontakte;3;3;9;33,33333333;3;476,6666667
2020-07-17;Social network traffic;VKontakte;10;11;24;9,09090909;2,18181818;99,90909091
2020-07-17;Social network traffic;Twitter;1;1;1;0;1;15
2020-07-17;Social network traffic;Facebook;1;1;1;0;1;17
2020-07-18;Internal traffic;;1;1;1;0;1;15
2020-07-18;Direct traffic;;2;2;5;0;2,5;95
2020-07-18;Direct traffic;;2;2;2;50;1;8
2020-07-18;Direct traffic;;6;6;12;16,66666667;2;53,33333333
2020-07-18;Link traffic;liblenina.ru;1;1;6;0;6;240
2020-07-18;Link traffic;liblenina.ru;2;2;25;0;12,5;652,5
2020-07-18;Link traffic;youtube.com;1;1;1;0;1;15
2020-07-18;Search engine traffic;Yandex;1;1;2;0;2;26
2020-07-18;Search engine traffic;Yandex;2;2;14;0;7;573,5
2020-07-18;Search engine traffic;Google;1;3;5;33,33333333;1,66666667;19
2020-07-18;Search engine traffic;Google;2;2;3;0;1,5;112
2020-07-18;Search engine traffic;Google;6;7;19;42,85714286;2,71428571;104,7142857
2020-07-18;Social network traffic;VKontakte;6;6;31;16,66666667;5,16666667;618,8333333
2020-07-18;Social network traffic;VKontakte;1;1;1;0;1;15
2020-07-18;Social network traffic;VKontakte;5;6;14;16,66666667;2,33333333;65,33333333
2020-07-18;Social network traffic;Facebook;1;1;1;0;1;15
2020-07-18;Social network traffic;instagram.com;1;1;1;0;1;15
2020-07-19;Direct traffic;;4;4;6;50;1,5;25,5
2020-07-19;Direct traffic;;1;1;1;0;1;19
2020-07-19;Link traffic;liblenina.ru;2;2;9;50;4,5;416
2020-07-19;Link traffic;liblenina.ru;1;1;4;0;4;164
2020-07-19;Link traffic;link.2gis.ru;1;1;5;0;5;161
2020-07-19;Search engine traffic;Yandex;1;1;3;0;3;54
2020-07-19;Search engine traffic;Yandex;2;2;4;0;2;100,5
2020-07-19;Search engine traffic;Google;2;2;2;0;1;16,5
2020-07-19;Search engine traffic;Google;1;1;1;0;1;15
2020-07-19;Search engine traffic;Google;5;5;18;20;3,6;122,8
2020-07-19;Social network traffic;VKontakte;2;2;3;0;1,5;62,5
2020-07-19;Social network traffic;VKontakte;2;2;2;0;1;15
2020-07-19;Social network traffic;VKontakte;7;8;22;25;2,75;148
2020-07-19;Social network traffic;Twitter;1;1;2;0;2;75
2020-07-20;Internal traffic;;2;2;2;50;1;7,5
2020-07-20;Internal traffic;;1;1;1;100;1;0
2020-07-20;Direct traffic;;3;3;3;66,66666667;1;5
2020-07-20;Direct traffic;;1;1;1;0;1;17
2020-07-20;Direct traffic;;4;4;14;0;3,5;130,25
2020-07-20;Link traffic;liblenina.ru;1;2;9;0;4,5;106
2020-07-20;Link traffic;liblenina.ru;5;6;43;16,66666667;7,16666667;1590,166667
2020-07-20;Link traffic;link.2gis.ru;1;1;14;0;14;1243
2020-07-20;Search engine traffic;Yandex;2;3;5;0;1,66666667;149,3333333
2020-07-20;Search engine traffic;Yandex;1;1;4;0;4;942
2020-07-20;Search engine traffic;Yandex;4;8;46;0;5,75;753,5
2020-07-20;Search engine traffic;Google;4;4;12;25;3;70
2020-07-20;Search engine traffic;Google;7;10;24;10;2,4;335
2020-07-20;Search engine traffic;Bing;2;2;2;0;1;12,5
2020-07-20;Social network traffic;VKontakte;4;8;30;25;3,75;137,125
2020-07-20;Social network traffic;VKontakte;3;3;11;0;3,66666667;166,3333333
2020-07-20;Social network traffic;VKontakte;7;9;18;0;2;70
2020-07-21;Internal traffic;;1;1;1;0;1;19
2020-07-21;Direct traffic;;4;4;16;25;4;542,75
2020-07-21;Direct traffic;;2;2;4;50;2;23
2020-07-21;Direct traffic;;3;3;3;33,33333333;1;10,33333333
2020-07-21;Link traffic;liblenina.ru;2;3;4;33,33333333;1,33333333;11,33333333
2020-07-21;Link traffic;liblenina.ru;2;2;6;0;3;112
2020-07-21;Link traffic;mail.google.com;1;1;2;0;2;28
2020-07-21;Link traffic;spblib.ru;2;2;4;0;2;72,5
2020-07-21;Search engine traffic;Yandex;4;4;11;0;2,75;277,5
2020-07-21;Search engine traffic;Yandex;1;1;1;0;1;15
2020-07-21;Search engine traffic;Yandex;5;5;16;0;3,2;190,4
2020-07-21;Search engine traffic;Google;1;1;1;100;1;0
2020-07-21;Search engine traffic;Google;4;5;16;0;3,2;196,8
2020-07-21;Search engine traffic;Mail.ru;1;1;1;0;1;15
2020-07-21;Social network traffic;VKontakte;3;5;31;0;6,2;828
2020-07-21;Social network traffic;VKontakte;1;2;2;0;1;15,5
2020-07-21;Social network traffic;VKontakte;7;10;16;30;1,6;29,4
2020-07-21;Social network traffic;Twitter;1;1;2;0;2;24
2020-07-21;Social network traffic;Odnoklassniki;1;1;5;0;5;261
2020-07-22;Internal traffic;;3;4;13;25;3,25;192,75
2020-07-22;Internal traffic;;2;2;5;0;2,5;343
2020-07-22;Direct traffic;;8;10;19;10;1,9;137,5
2020-07-22;Direct traffic;;3;3;3;0;1;15,33333333
2020-07-22;Direct traffic;;1;1;2;0;2;14
2020-07-22;Link traffic;liblenina.ru;1;1;1;100;1;0
2020-07-22;Link traffic;liblenina.ru;1;1;2;0;2;21
2020-07-22;Link traffic;link.2gis.ru;1;1;1;0;1;15
2020-07-22;Link traffic;spblib.ru;1;1;1;0;1;15
2020-07-22;Search engine traffic;Yandex;3;3;10;0;3,33333333;196
2020-07-22;Search engine traffic;Yandex;6;8;319;0;39,875;2241,75
2020-07-22;Search engine traffic;Google;4;5;12;0;2,4;79,8
2020-07-22;Search engine traffic;Google;1;1;2;0;2;88
2020-07-22;Search engine traffic;Google;4;5;10;20;2;116,4
2020-07-22;Social network traffic;VKontakte;4;4;10;0;2,5;92,5
2020-07-22;Social network traffic;VKontakte;4;6;8;0;1,33333333;30,16666667
2020-07-22;Social network traffic;VKontakte;11;13;38;0;2,92307692;351,8461539
2020-07-22;Social network traffic;Moi Mir@Mail.ru;1;1;1;0;1;23
2020-07-22;Social network traffic;Facebook;1;1;1;0;1;15
2020-07-22;Social network traffic;instagram.com;1;1;1;0;1;15
2020-07-23;Internal traffic;;2;2;3;50;1,5;57
2020-07-23;Internal traffic;;1;1;1;100;1;0
2020-07-23;Direct traffic;;5;5;65;20;13;544,8
2020-07-23;Direct traffic;;5;5;11;0;2,2;141,2
2020-07-23;Direct traffic;;1;1;2;0;2;10
2020-07-23;Link traffic;liblenina.ru;1;1;11;0;11;2786
2020-07-23;Link traffic;link.2gis.ru;1;1;6;0;6;144
2020-07-23;Link traffic;spbgaidara.ru;1;1;4;0;4;454
2020-07-23;Link traffic;spblib.ru;2;2;2;50;1;39
2020-07-23;Link traffic;youtube.com;1;1;1;0;1;15
2020-07-23;Search engine traffic;Yandex;1;1;1;0;1;15
2020-07-23;Search engine traffic;Yandex;4;4;15;0;3,75;124
2020-07-23;Search engine traffic;Yandex;8;8;54;0;6,75;895,125
2020-07-23;Search engine traffic;Google;4;5;12;0;2,4;299,8
2020-07-23;Search engine traffic;Google;5;5;6;0;1,2;117
2020-07-23;Search engine traffic;Google;12;14;42;7,14285714;3;57,28571429
2020-07-23;Social network traffic;VKontakte;5;5;14;0;2,8;74,6
2020-07-23;Social network traffic;VKontakte;3;7;18;0;2,57142857;261,8571429
2020-07-23;Social network traffic;VKontakte;13;15;60;13,33333333;4;329,2
2020-07-23;Social network traffic;Moi Mir@Mail.ru;1;1;1;0;1;33
2020-07-24;Internal traffic;;3;3;15;0;5;641
2020-07-24;Direct traffic;;4;5;12;0;2,4;400,6
2020-07-24;Direct traffic;;3;3;76;0;25,33333333;2716,666667
2020-07-24;Direct traffic;;4;5;13;0;2,6;64,4
2020-07-24;Link traffic;android-app;1;1;2;0;2;23
2020-07-24;Link traffic;liblenina.ru;1;1;2;0;2;45
2020-07-24;Link traffic;spbgaidara.ru;1;1;1;100;1;0
2020-07-24;Link traffic;spblib.ru;1;1;2;0;2;55
2020-07-24;Link traffic;yandex.ru;1;1;1;100;1;0
2020-07-24;Link traffic;youtube.com;1;1;1;0;1;15
2020-07-24;Search engine traffic;Yandex;5;5;23;0;4,6;423,8
2020-07-24;Search engine traffic;Yandex;6;6;11;0;1,83333333;316,1666667
2020-07-24;Search engine traffic;Google;4;6;15;0;2,5;285
2020-07-24;Search engine traffic;Google;4;5;27;20;5,4;257,6
2020-07-24;Search engine traffic;Google;6;8;27;12,5;3,375;463
2020-07-24;Search engine traffic;Bing;1;1;1;0;1;10
2020-07-24;Social network traffic;VKontakte;3;5;11;0;2,2;37,8
2020-07-24;Social network traffic;VKontakte;3;4;6;0;1,5;263,5
2020-07-24;Social network traffic;VKontakte;7;8;19;0;2,375;67,25
2020-07-25;Internal traffic;;1;1;1;0;1;15
2020-07-25;Internal traffic;;1;1;2;0;2;51
2020-07-25;Direct traffic;;4;4;16;25;4;141,25
2020-07-25;Direct traffic;;2;2;12;0;6;165
2020-07-25;Direct traffic;;1;1;3;0;3;141
2020-07-25;Link traffic;liblenina.ru;1;1;1;0;1;12
2020-07-25;Link traffic;spblib.ru;1;1;1;0;1;14
2020-07-25;Search engine traffic;Yandex;1;1;1;0;1;15
2020-07-25;Search engine traffic;Yandex;1;1;3;0;3;84
2020-07-25;Search engine traffic;Yandex;3;3;22;0;7,33333333;268,3333333
2020-07-25;Search engine traffic;Google;2;2;3;50;1,5;246
2020-07-25;Search engine traffic;Google;4;4;12;0;3;84
2020-07-25;Search engine traffic;Google;1;1;12;0;12;1080
2020-07-25;Social network traffic;VKontakte;5;5;6;20;1,2;32,6
2020-07-25;Social network traffic;VKontakte;2;4;4;0;1;15,25
2020-07-25;Social network traffic;VKontakte;4;4;8;0;2;94,75
2020-07-25;Social network traffic;Twitter;1;1;1;0;1;15
2020-07-25;Social network traffic;Facebook;1;1;1;100;1;0
2020-07-25;Social network traffic;Odnoklassniki;1;1;1;100;1;0
2020-07-26;Internal traffic;;1;1;1;100;1;0
2020-07-26;Direct traffic;;5;7;17;14,28571429;2,42857143;595,4285714
2020-07-26;Direct traffic;;2;2;6;0;3;53
2020-07-26;Direct traffic;;5;5;12;20;2,4;76,8
2020-07-26;Link traffic;android-app;1;1;1;0;1;14
2020-07-26;Link traffic;click.mail.ru;1;1;2;0;2;41
2020-07-26;Link traffic;liblenina.ru;1;1;3;0;3;62
2020-07-26;Link traffic;liblenina.ru;1;1;1;0;1;15
2020-07-26;Link traffic;link.2gis.ru;2;2;18;0;9;622
2020-07-26;Link traffic;spblib.ru;1;1;1;100;1;0
2020-07-26;Link traffic;youtube.com;1;1;2;0;2;42
2020-07-26;Search engine traffic;Yandex;1;1;2;0;2;23
2020-07-26;Search engine traffic;Yandex;1;1;8;0;8;885
2020-07-26;Search engine traffic;Yandex;1;1;4;0;4;236
2020-07-26;Search engine traffic;Google;3;4;8;0;2;209
2020-07-26;Search engine traffic;Google;5;5;6;0;1,2;357
2020-07-26;Search engine traffic;Google;1;1;3;0;3;121
2020-07-26;Social network traffic;VKontakte;4;4;9;0;2,25;70
2020-07-26;Social network traffic;VKontakte;1;2;2;0;1;16
2020-07-26;Social network traffic;VKontakte;6;7;19;0;2,71428571;239,1428571
2020-07-27;Internal traffic;;1;1;1;100;1;0
2020-07-27;Internal traffic;;1;1;31;0;31;791
2020-07-27;Internal traffic;;3;4;13;0;3,25;119,5
2020-07-27;Direct traffic;;7;8;19;12,5;2,375;494,5
2020-07-27;Direct traffic;;2;2;8;0;4;202
2020-07-27;Direct traffic;;7;7;11;14,28571429;1,57142857;80,57142857
2020-07-27;Link traffic;click.mail.ru;1;1;1;0;1;15
2020-07-27;Link traffic;liblenina.ru;1;1;3;0;3;139
2020-07-27;Link traffic;liblenina.ru;2;3;26;0;8,66666667;517,3333333
2020-07-27;Link traffic;link.2gis.ru;1;3;3;0;1;20,33333333
2020-07-27;Link traffic;youtube.com;1;1;1;0;1;16
2020-07-27;Search engine traffic;Yandex;4;6;15;16,66666667;2,5;104,8333333
2020-07-27;Search engine traffic;Yandex;3;3;6;0;2;61,66666667
2020-07-27;Search engine traffic;Google;7;9;41;11,11111111;4,55555556;534,5555556
2020-07-27;Search engine traffic;Google;1;2;17;0;8,5;234,5
2020-07-27;Search engine traffic;Google;7;9;33;0;3,66666667;175,3333333
2020-07-27;Social network traffic;VKontakte;6;7;16;14,28571429;2,28571429;33,85714286
2020-07-27;Social network traffic;VKontakte;2;3;3;33,33333333;1;10,33333333
2020-07-27;Social network traffic;VKontakte;12;13;30;7,69230769;2,30769231;50,53846154
2020-07-27;Social network traffic;Twitter;1;1;1;0;1;0
2020-07-27;Social network traffic;instagram.com;1;1;1;0;1;15
2020-07-28;Internal traffic;;2;2;4;0;2;46
2020-07-28;Direct traffic;;5;6;8;0;1,33333333;21,16666667
2020-07-28;Direct traffic;;4;4;5;50;1,25;18,25
2020-07-28;Direct traffic;;4;4;18;0;4,5;496,5
2020-07-28;Link traffic;liblenina.ru;1;2;20;0;10;523,5
2020-07-28;Link traffic;liblenina.ru;1;1;1;100;1;0
2020-07-28;Link traffic;liblenina.ru;1;1;1;0;1;11
2020-07-28;Search engine traffic;Yandex;3;5;18;20;3,6;77
2020-07-28;Search engine traffic;Yandex;3;3;8;0;2,66666667;198
2020-07-28;Search engine traffic;Yandex;3;4;14;25;3,5;649,5
2020-07-28;Search engine traffic;Google;6;7;8;28,57142857;1,14285714;13,28571429
2020-07-28;Search engine traffic;Google;1;2;18;0;9;2236
2020-07-28;Search engine traffic;Google;6;11;118;9,09090909;10,72727273;909,9090909
2020-07-28;Social network traffic;VKontakte;9;9;10;44,44444444;1,11111111;10,44444444
2020-07-28;Social network traffic;VKontakte;1;2;2;0;1;15,5
2020-07-28;Social network traffic;VKontakte;11;13;39;7,69230769;3;184,9230769
2020-07-28;Social network traffic;Facebook;1;1;1;0;1;15
2020-07-29;Internal traffic;;1;1;2;0;2;30
2020-07-29;Direct traffic;;3;5;16;20;3,2;341,6
2020-07-29;Direct traffic;;1;2;5;0;2,5;75
2020-07-29;Direct traffic;;3;3;9;0;3;502,3333333
2020-07-29;Link traffic;liblenina.ru;1;2;17;0;8,5;927
2020-07-29;Link traffic;liblenina.ru;3;3;41;0;13,66666667;1693,666667
2020-07-29;Link traffic;link.2gis.ru;1;2;2;0;1;15,5
2020-07-29;Search engine traffic;Yandex;8;8;23;0;2,875;131,375
2020-07-29;Search engine traffic;Yandex;9;11;50;0;4,54545455;259,6363636
2020-07-29;Search engine traffic;Google;5;5;6;0;1,2;30
2020-07-29;Search engine traffic;Google;6;6;15;16,66666667;2,5;266,3333333
2020-07-29;Social network traffic;VKontakte;3;3;4;33,33333333;1,33333333;80,33333333
2020-07-29;Social network traffic;VKontakte;2;2;3;0;1,5;22
2020-07-29;Social network traffic;VKontakte;8;10;42;0;4,2;216
2020-07-29;Recommendation system traffic;Yandex Zen;1;1;1;100;1;0
2020-07-29;Recommendation system traffic;Yandex Zen;1;1;1;0;1;16
2020-07-30;Internal traffic;;3;3;6;0;2;326
2020-07-30;Internal traffic;;2;2;2;50;1;7,5
2020-07-30;Direct traffic;;47;47;71;29,78723404;1,5106383;195,3617021
2020-07-30;Direct traffic;;2;2;4;0;2;112
2020-07-30;Direct traffic;;2;3;23;33,33333333;7,66666667;284,6666667
2020-07-30;Link traffic;liblenina.ru;2;2;13;0;6,5;1033
2020-07-30;Link traffic;liblenina.ru;5;6;54;0;9;1227,666667
2020-07-30;Search engine traffic;Yandex;2;2;9;0;4,5;147,5
2020-07-30;Search engine traffic;Yandex;1;1;3;0;3;333
2020-07-30;Search engine traffic;Yandex;11;16;35;18,75;2,1875;110,875
2020-07-30;Search engine traffic;Google;2;2;2;0;1;15
2020-07-30;Search engine traffic;Google;2;2;8;0;4;365
2020-07-30;Search engine traffic;Google;3;3;3;33,33333333;1;11,66666667
2020-07-30;Social network traffic;VKontakte;3;4;4;50;1;17,5
2020-07-30;Social network traffic;VKontakte;3;3;8;0;2,66666667;104,6666667
2020-07-30;Social network traffic;VKontakte;10;13;37;7,69230769;2,84615385;132,6923077
2020-07-30;Social network traffic;Moi Mir@Mail.ru;1;1;1;0;1;15
2020-07-30;Social network traffic;instagram.com;1;1;1;0;1;15
2020-07-30;Recommendation system traffic;Yandex Zen;1;1;1;0;1;15
2020-07-31;Internal traffic;;2;3;7;33,33333333;2,33333333;350,3333333
2020-07-31;Direct traffic;;10;12;28;8,33333333;2,33333333;100,75
2020-07-31;Direct traffic;;2;3;3;33,33333333;1;12,33333333
2020-07-31;Direct traffic;;3;3;7;0;2,33333333;82,66666667
2020-07-31;Link traffic;liblenina.ru;2;2;2;50;1;10
2020-07-31;Link traffic;liblenina.ru;2;2;3;0;1,5;28,5
2020-07-31;Link traffic;link.2gis.ru;1;1;2;0;2;50
2020-07-31;Link traffic;spblib.ru;1;1;1;0;1;15
2020-07-31;Link traffic;youtube.com;1;1;1;0;1;15
2020-07-31;Search engine traffic;Yandex;1;1;5;0;5;505
2020-07-31;Search engine traffic;Yandex;2;7;119;0;17;2114
2020-07-31;Search engine traffic;Yandex;6;11;41;0;3,72727273;324,3636364
2020-07-31;Search engine traffic;Google;2;4;13;0;3,25;969,25
2020-07-31;Search engine traffic;Google;2;2;3;0;1,5;33,5
2020-07-31;Search engine traffic;Google;10;12;23;25;1,91666667;129
2020-07-31;Social network traffic;VKontakte;11;13;58;7,69230769;4,46153846;733,6923077
2020-07-31;Social network traffic;VKontakte;3;3;10;33,33333333;3,33333333;525,6666667
2020-07-31;Social network traffic;VKontakte;10;14;25;28,57142857;1,78571429;310,3571429
2020-07-31;Social network traffic;Odnoklassniki;1;1;1;0;1;14
2020-07-31;Recommendation system traffic;Yandex Zen;1;1;1;0;1;15
2020-08-01;Internal traffic;;2;2;6;0;3;169,5
2020-08-01;Internal traffic;;1;1;1;100;1;0
2020-08-01;Direct traffic;;2;2;2;50;1;8
2020-08-01;Direct traffic;;1;1;1;0;1;30
2020-08-01;Direct traffic;;3;3;4;33,33333333;1,33333333;20,33333333
2020-08-01;Link traffic;liblenina.ru;1;1;1;0;1;16
2020-08-01;Link traffic;liblenina.ru;1;1;5;0;5;145
2020-08-01;Search engine traffic;Yandex;1;1;3;0;3;100
2020-08-01;Search engine traffic;Yandex;1;1;11;0;11;505
2020-08-01;Search engine traffic;Yandex;2;3;14;0;4,66666667;429
2020-08-01;Search engine traffic;Google;1;1;2;0;2;35
2020-08-01;Search engine traffic;Google;3;3;15;33,33333333;5;233,3333333
2020-08-01;Search engine traffic;Google;1;1;1;0;1;18
2020-08-01;Social network traffic;VKontakte;1;1;1;100;1;0
2020-08-01;Social network traffic;VKontakte;1;2;2;0;1;15,5
2020-08-01;Social network traffic;VKontakte;3;3;4;0;1,33333333;22,66666667
2020-08-01;Social network traffic;Odnoklassniki;1;1;2;0;2;34
2020-08-02;Internal traffic;;2;2;4;0;2;86
2020-08-02;Direct traffic;;2;2;3;0;1,5;104,5
2020-08-02;Direct traffic;;1;1;1;100;1;0
2020-08-02;Direct traffic;;3;4;8;0;2;23
2020-08-02;Link traffic;liblenina.ru;1;1;1;0;1;24
2020-08-02;Search engine traffic;Yandex;1;1;3;0;3;69
2020-08-02;Search engine traffic;Yandex;2;2;5;0;2,5;55
2020-08-02;Search engine traffic;Yandex;1;1;2;0;2;176
